,station_id,Ammonium_2019,Ammonium_2020,Coli-like-bacteria_2019,Coli-like-bacteria_2020,Colony-count-at-22-C_2019,Colony-count-at-22-C_2020,Color-Pt/Co-scale_2019,Color-Pt/Co-scale_2020,Electrical-conductivity_2019,Electrical-conductivity_2020,Escherichia-coli_2019,Escherichia-coli_2020,Iron_2019,Iron_2020,Manganese_2019,Manganese_2020,Odour-dilution-level_2019,Odour-dilution-level_2020,Taste-dilution-degree_2019,Taste-dilution-degree_2020,Turbidity-NTU_2019,Turbidity-NTU_2020,pH _2019,pH _2020,compliance_2019,compliance_2020,compliance_2021
280,457,0.05,0.12,0.0,70.0,12.999999999999998,4.0,0.0,0.0,588.0,599.0,0.0,0.0,902.0,513.0,48.0,25.0,1.0,1.0,1.0,1.0,5.5,4.2,8.1,7.5,1,1,0
281,892,0.05,0.05,0.0,0.0,21.999999999999996,152.0,0.0,0.0,493.0,487.0,0.0,0.0,39.0,29.0,20.0,20.0,1.0,1.0,1.0,1.0,0.5,0.2,7.7,7.6,0,0,0
282,1378,0.14,0.24,0.0,0.0,31.0,300.0,0.0,0.0,354.0,462.0,0.0,0.0,135.0,43.0,18.0,16.0,1.0,1.0,1.0,1.0,1.6,1.0,7.7,7.5,0,0,0
283,359,0.05,0.205,0.0,0.0,0.0,15.0,0.0,0.0,194.0,448.0,0.0,0.0,20.0,100.0,10.0,23.0,1.0,1.0,1.0,1.0,1.0,0.18,7.6,7.7,0,0,0
284,609,0.08,0.16999999999999998,0.0,0.0,0.0,51.0,0.0,0.0,457.0,573.0,0.0,0.0,22.0,20.0,10.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,7.4,7.3,0,0,0
285,595,0.11,0.135,0.0,0.0,0.0,0.0,0.0,0.0,602.0,530.0,0.0,0.0,33.0,20.0,20.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,7.3,7.2,0,0,0
286,752,0.08,0.1,0.0,0.0,136.0,87.0,9.1,10.2,1012.0,1018.0,0.0,0.0,172.0,198.4,30.0,30.0,1.0,1.0,1.0,1.0,1.46,1.73,8.03,8.13,0,0,0
287,182,0.21,0.21,0.0,0.0,136.0,89.0,11.6,10.6,700.0,757.0,0.0,0.0,60.4,59.2,66.2,30.0,3.0,5.0,3.0,5.0,1.27,1.89,7.92,7.8,1,0,0
288,1224,0.05,0.13,0.0,0.0,14.0,6.0,0.0,0.0,588.0,591.0,0.0,0.0,20.0,75.1,38.1,23.333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,7.4,7.4,0,0,0
289,461,0.05,0.05,0.0,0.0,0.0,4.0,0.0,0.0,562.0,573.0,0.0,0.0,26.0,91.0,10.0,16.666666666666664,1.0,1.0,1.0,1.0,1.0,1.0,7.3,7.2,0,0,0
290,533,0.05,0.05,0.0,0.0,0.0,4.0,0.0,0.0,536.0,549.0,0.0,0.0,234.0,65.0,13.0,10.0,1.0,1.0,1.0,1.0,2.6,1.0,7.0,7.0,1,0,0
291,1194,0.05,0.05,0.0,0.0,0.0,41.0,13.0,5.0,676.0,664.0,0.0,0.0,1170.0,20.0,11.0,20.0,4.0,2.0,4.0,2.0,4.6,1.0,7.6,7.7,1,0,0
292,260,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,328.0,477.0,0.0,0.0,54.0,20.0,9.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,7.4,7.4,0,0,0
293,1792,0.1,0.08,0.0,0.0,80.0,0.0,1.0,8.8,972.0,791.0,0.0,0.0,36.0,24.5,7.0,40.0,1.5,1.0,1.5,1.0,0.5,0.95,7.9,7.12,0,0,0
294,845,0.07500000000000001,0.05,0.0,0.0,45.5,9.0,2.0,5.0,319.0,350.0,0.0,0.0,18.0,29.0,5.0,50.0,2.0,4.0,2.0,4.0,1.0,1.0,7.6,8.1,0,1,0
295,370,0.05,0.05,0.0,0.0,11.0,0.0,0.0,0.0,673.0,652.0,0.0,0.0,20.0,22.0,31.6,44.0,1.0,1.0,1.0,1.0,1.0,1.0,7.4,7.3,0,0,0
296,1595,0.57,0.28500000000000003,0.0,0.0,57.0,49.0,12.0,14.0,651.0,799.0,0.0,0.0,6600.0,10.0,58.2,38.0,2.0,2.5,1.0,1.0,50.0,0.5,6.9,7.29,1,0,0
297,1774,0.31,0.52,0.0,0.0,9.0,4.0,3.0,4.0,881.0,736.0,0.0,0.0,19.0,200.0,5.0,50.0,1.0,4.0,1.0,1.0,1.0,1.0,7.6,8.1,0,1,1
298,1132,0.05,0.05,0.0,0.0,6.5,4.0,4.65,5.3,354.0,391.0,0.0,0.0,32.0,58.0,21.1,35.3,1.0,2.5,1.0,1.0,1.0,0.985,7.8,7.92,0,0,0
299,1784,0.08,0.08,0.0,0.0,4.0,2.0,6.3,6.6,635.0,615.0,0.0,0.0,40.0,39.0,30.0,23.15,1.0,1.0,1.0,1.0,1.0,0.97,7.28,7.56,0,0,0
300,1585,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,416.0,603.0,0.0,0.0,20.0,20.0,10.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,7.1,7.2,0,0,0
301,1770,0.19,0.17,0.0,0.0,1.3333333333333333,8.666666666666666,15.0,12.4,155.0,180.4,0.0,0.0,72.0,544.0,34.33333333333333,30.0,1.0,1.0,1.0,1.0,0.68,1.2,7.72,7.78,0,1,1
302,1000,0.05,0.08,0.0,0.0,2.6666666666666665,17.333333333333332,7.5,7.4,472.0,557.0,0.0,0.0,124.0,327.5,58.666666666666664,36.0,1.0,1.0,1.0,1.0,0.8400000000000001,0.73,7.45,7.39,0,0,0
303,644,0.19,0.135,0.0,0.0,4.0,26.0,0.0,0.0,439.0,429.0,0.0,0.0,27.0,111.0,83.0,42.0,1.0,1.0,1.0,1.0,1.0,1.3,7.3,7.4,1,0,0
304,302,0.33,0.19,0.0,0.0,300.0,60.0,4.0,2.0,657.0,644.0,0.0,0.0,24.0,19.0,20.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,7.9,8.0,0,0,0
305,2108,0.05,0.05,0.0,0.0,300.0,6.0,0.0,0.0,367.0,441.0,0.0,0.0,50.0,20.0,12.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,7.6,7.6,0,0,0
306,1323,0.05,0.05,0.0,0.0,3.0,3.0,6.0,3.0,1022.0,1013.0,0.0,0.0,20.0,31.0,11.0,10.0,1.0,1.0,1.0,1.0,0.5,0.5,7.3,7.28,0,0,0
307,210,0.05,0.05,0.0,0.0,0.0,4.0,0.0,0.0,343.0,504.0,0.0,0.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.4,7.2,0,0,0
308,1820,0.38,0.34,0.0,0.0,3.5,3.5,11.2,13.9,348.0,349.0,0.0,0.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,0.5,0.5,7.78,7.84,0,0,0
309,652,0.215,0.195,0.0,0.0,7.0,3.0,5.8,5.9,907.0,962.0,0.0,0.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,2.97,2.5,7.45,7.44,0,0,0
310,338,0.05,0.05,0.0,0.0,0.0,88.0,0.0,0.0,561.0,555.0,0.0,0.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.3,7.3,0,0,0
311,1044,0.05,0.05,0.0,0.0,7.0,173.0,2.0,2.0,735.0,807.0,0.0,0.0,59.0,37.0,5.0,28.0,1.0,2.0,1.0,2.0,1.4,2.4,7.8,8.0,0,1,0
312,358,0.05,0.05,0.0,0.0,7.0,6.0,0.0,1.0,269.0,392.0,0.0,0.0,46.0,80.0,7.5,19.0,1.0,1.0,1.0,1.0,1.0,0.18,7.4,7.5,0,0,0
313,505,0.05,0.05,0.0,0.0,10.0,0.0,0.0,0.0,332.0,325.0,0.0,0.0,33.0,21.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.6,7.7,0,0,0
314,318,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,516.0,620.0,0.0,0.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.3,7.2,0,0,0
315,514,0.21,0.225,0.0,0.0,0.0,33.0,0.0,0.0,395.0,301.0,0.0,0.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,7.3,0,0,0
316,278,0.37,0.4,0.0,0.0,7.0,3.0,5.05,0.0,920.0,866.0,0.0,0.0,132.0,41.0,8.6,18.0,1.0,1.0,1.0,1.0,0.5,1.0,7.9,7.9,0,0,0
317,698,0.08,0.245,0.0,0.0,6.0,0.0,10.1,9.1,667.0,654.0,0.0,0.0,322.5,69.4,19.3,35.05,1.0,1.0,1.0,1.0,0.7,0.5,7.23,7.15,0,0,0
318,622,0.08,0.09,0.0,0.0,0.0,84.0,15.0,7.0,961.0,942.0,0.0,0.0,513.0,97.8,30.0,52.1,4.0,8.0,4.0,5.0,2.08,0.76,7.92,7.86,1,0,0
319,1092,0.05,0.08399999999999999,0.0,0.0,60.0,168.0,4.0,5.0,570.0,551.0,0.0,0.0,22.0,59.9,5.5,36.55,2.0,4.0,2.0,4.0,1.0,1.0,7.9,8.1,1,0,1
320,563,0.06,0.07800000000000001,0.0,0.0,30.0,12.0,5.0,0.0,576.0,580.0,0.0,0.0,703.0,22.0,210.0,21.0,1.0,1.0,1.0,1.0,5.0,1.0,7.3,7.4,1,0,1
321,216,0.155,0.07200000000000001,0.0,0.0,0.0,54.0,0.0,0.0,509.0,495.0,0.0,0.0,84.0,64.0,10.0,62.0,1.0,1.0,1.0,1.0,1.0,1.0,6.8,7.4,0,1,0
323,173,0.09,0.06,0.0,0.0,0.0,7.0,0.0,0.0,434.0,412.0,0.0,0.0,99.0,86.0,10.0,10.0,1.0,1.0,1.0,1.0,1.6,2.0,7.7,7.5,0,0,0
324,511,0.07,0.205,0.0,0.0,0.0,0.0,0.0,0.0,337.0,325.0,0.0,0.0,20.0,20.0,10.0,169.0,1.0,1.0,1.0,1.0,1.0,1.0,7.4,7.4,0,1,1
325,467,0.05,0.35,0.0,0.0,6.0,46.0,0.0,5.0,458.0,607.0,0.0,0.0,67.0,290.0,10.0,139.20000000000002,1.0,1.0,1.0,1.0,0.7,3.1,7.8,7.8,0,1,0
326,594,0.095,0.265,0.0,0.0,0.0,0.0,0.0,0.0,475.0,497.0,0.0,0.0,53.0,20.0,10.0,109.40000000000002,1.0,1.0,1.0,1.0,1.0,1.0,7.3,7.2,0,0,0
327,732,0.14,0.18,0.0,0.0,0.0,0.0,3.0,4.0,514.0,518.0,0.0,0.0,120.0,470.0,10.0,79.60000000000001,2.0,2.0,1.0,2.0,1.0,1.0,7.3,7.4,0,1,1
329,1353,0.12,0.09,0.0,0.0,207.0,53.0,4.0,5.0,866.0,950.0,0.0,0.0,60.0,180.0,20.0,20.0,2.0,4.0,2.0,4.0,2.5,1.74,7.9,7.8,1,0,1
330,592,0.05,0.06,0.0,0.0,107.0,9.0,12.0,5.0,421.0,424.0,0.0,0.0,37.0,61.0,30.0,18.0,1.75,3.25,1.75,3.25,0.2,0.2,8.2,7.7,0,0,0
331,394,0.36,0.314,0.0,0.0,7.0,54.0,20.0,5.0,1610.0,1603.0,0.0,0.0,43.0,20.0,40.0,16.0,1.5,2.5,1.5,2.5,0.5,0.5,8.3,8.3,0,0,0
332,1713,0.05,0.5,0.0,0.0,5.999999999999999,0.0,10.0,2.5,477.0,535.0,0.0,0.0,75.0,116.0,25.0,13.0,1.25,1.75,1.25,1.75,0.75,0.75,7.57,8.06,0,0,0
333,498,0.05,0.05,0.0,0.0,5.0,0.0,0.0,0.0,288.0,278.0,0.0,0.0,86.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.2,7.5,0,0,1
334,965,0.05,0.08,1.0,0.0,4.0,0.0,1.5,6.0,417.0,468.0,0.0,0.0,215.5,27.0,8.333333333333332,8.75,1.5,1.0,1.5,1.0,3.8,0.5,8.13,7.82,1,0,0
335,1293,0.05,0.06,0.75,0.0,25.0,0.0,3.0,2.0,442.0,454.0,0.0,0.0,345.0,34.0,6.666666666666666,7.5,2.0,4.0,2.0,4.0,6.6,1.0,7.7,7.9,1,0,0
336,735,0.05,0.055,0.5,0.0,0.0,0.0,3.0,3.2,694.0,708.0,0.0,0.0,29.0,170.0,5.0,6.25,2.0,6.0,2.0,6.0,1.0,0.66,7.3,7.7,0,0,0
337,991,0.05,0.05,0.25,0.0,300.0,6.0,3.0,3.0,450.0,424.0,0.0,0.0,31.0,73.0,7.0,5.0,2.0,8.0,2.0,8.0,1.0,1.0,7.1,7.4,0,0,0
338,992,0.05,0.20666666666666667,0.0,0.0,12.0,0.0,0.0,0.0,493.0,515.0,0.0,0.0,114.0,82.0,10.5,7.5,1.0,1.0,1.0,1.0,1.4,1.0,7.3,7.6,0,0,0
339,235,0.05,0.36333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,339.0,462.0,0.0,0.0,26.0,20.0,14.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.6,7.6,0,0,0
340,1593,0.05,0.52,0.0,0.0,41.0,300.0,6.0,10.0,785.0,703.0,0.0,0.0,132.33333333333334,300.0,13.666666666666666,1270.0,2.0,2.0,2.0,1.5,1.0,1.0,7.3,7.3,0,1,0
341,1292,0.05,0.05,0.0,0.0,31.0,11.0,3.0,3.0,518.0,508.0,0.0,0.0,238.66666666666666,210.0,13.333333333333332,640.0,1.0,2.0,1.0,2.0,1.0,1.0,7.3,7.6,0,0,1
342,738,0.05,0.05,0.0,0.0,59.5,83.0,7.0,7.0,632.0,543.0,0.0,0.0,345.0,120.0,13.0,10.0,2.0,2.0,2.0,1.75,2.1,1.0,7.2,7.2,1,1,0
345,523,0.05,0.060000000000000005,0.0,0.0,0.0,88.0,5.0,0.0,399.0,371.0,0.0,0.0,20.0,20.0,12.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,7.2,7.3,0,0,0
346,1693,0.05,0.05,17.0,0.0,2.0,49.0,0.0,25.0,413.0,439.0,0.0,0.0,171.0,76.0,9.0,34.0,1.0,4.0,1.0,4.0,1.9,1.0,7.9,8.0,1,0,1
347,874,0.33,0.28,8.5,0.0,4.0,10.0,4.0,5.0,942.0,930.0,0.0,0.0,87.0,430.0,6.0,67.4,2.0,2.0,2.0,2.0,1.0,1.0,7.8,7.9,0,1,0
348,602,0.19,0.05,0.0,0.0,2.0,7.0,3.0,10.0,605.0,610.0,0.0,0.0,20.0,80.0,6.5,34.7,2.0,3.0,2.0,3.0,0.2,0.2,7.7,7.7,0,0,0
349,1213,0.05,0.05,0.0,0.0,20.0,300.0,2.0,15.0,612.0,590.0,0.0,0.0,55.0,100.0,7.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,7.9,7.9,0,0,0
350,369,0.05,0.12333333333333332,0.0,0.0,0.0,8.0,0.0,0.0,387.0,170.0,0.0,0.0,20.0,301.0,110.0,29.0,1.0,1.0,1.0,1.0,1.0,3.5,7.5,7.4,1,1,1
351,1067,0.05,0.19666666666666666,0.0,0.0,0.0,4.0,0.5,0.0,408.5,588.0,0.0,0.0,34.0,572.0,2.0,30.0,2.5,1.0,1.0,1.0,1.0,18.0,7.7,7.45,0,0,0
352,1360,0.05,0.27,0.0,0.0,0.0,0.0,1.0,0.0,430.0,321.0,0.0,0.0,58.0,843.0,10.0,31.0,4.0,1.0,1.0,1.0,1.0,3.6,7.9,7.3,0,1,1
353,1821,0.05,0.05,0.0,0.0,0.0,36.0,0.0,0.0,636.0,682.0,0.0,0.0,20.0,33.0,10.0,30.75,1.0,1.0,1.0,1.0,1.0,1.0,7.5,7.3,0,0,0
354,1672,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,33.0,587.0,0.0,0.0,20.0,26.5,10.0,30.5,1.0,1.0,1.0,1.0,1.0,1.0,7.5,7.6,0,0,0
355,175,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,400.0,384.0,0.0,0.0,23.0,20.0,20.0,30.25,1.0,1.0,1.0,1.0,1.0,1.0,7.9,7.6,0,0,0
356,747,0.08,0.08,0.0,0.0,14.0,300.0,10.5,13.1,633.0,966.0,0.0,0.0,161.0,57.5,30.0,30.0,4.0,2.0,4.0,2.0,1.08,1.43,8.11,8.26,0,0,0
357,236,0.06999999999999999,0.11000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,324.0,475.0,0.0,0.0,20.0,20.0,10.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,7.6,7.6,0,0,0
358,710,0.06,0.14,0.0,0.0,1.0,1.0,6.0,5.0,496.0,507.0,0.0,0.0,94.0,53.0,10.0,10.7,1.0,1.0,1.0,1.0,0.6,0.5,7.45,7.46,0,0,0
359,308,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,364.0,541.0,0.0,0.0,57.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,7.4,0,0,0
360,537,0.05,0.05,0.0,0.0,30.0,19.0,0.0,0.0,291.0,454.0,0.0,0.0,20.0,20.0,10.0,10.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,7.7,7.5,0,0,0
361,582,0.05,0.05,0.0,0.0,18.5,14.0,0.0,5.0,207.0,252.0,0.0,0.0,25.0,20.0,10.0,18.666666666666664,1.6666666666666665,1.0,1.0,1.0,0.2,0.2,7.8,7.9,0,0,0
362,1315,0.73,0.095,0.0,0.0,7.0,92.0,0.0,10.0,871.0,855.0,0.0,0.0,20.0,20.0,10.0,27.333333333333332,2.0,1.0,1.0,1.0,1.0,1.0,6.7,7.1,1,0,0
363,1307,0.15,0.14,77.0,0.0,54.0,60.0,0.0,0.0,706.0,720.0,4.0,0.0,200.0,197.0,10.0,36.0,1.0,1.0,1.0,1.0,3.7,3.4,7.5,8.0,1,0,0
364,330,0.05,0.05,0.0,0.0,300.0,0.0,0.0,0.0,463.0,565.0,0.0,0.0,20.0,151.0,10.0,25.666666666666668,1.0,1.0,1.0,1.0,1.0,1.0,7.4,7.3,0,0,0
365,1724,0.94,0.97,0.0,0.0,300.0,300.0,5.0,16.0,560.0,481.0,0.0,0.0,160.0,200.0,10.0,15.333333333333332,1.0,1.0,1.0,1.0,0.6,0.5,8.17,8.01,1,1,0
366,773,0.3,0.05,0.0,0.0,0.0,0.0,2.5,3.0,838.0,943.0,0.0,0.0,97.0,20.0,10.0,5.0,1.0,1.0,1.0,1.0,0.3,1.0,7.4,7.5,0,0,0
367,442,0.05,0.05,1.0,0.0,34.0,218.0,0.0,0.0,719.0,722.0,0.0,0.0,34.0,20.0,10.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,7.39,7.37,1,0,0
368,381,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,329.0,580.0,0.0,0.0,20.0,20.0,10.0,12.5,1.0,1.0,1.0,1.0,1.0,1.0,7.4,7.5,0,0,0
369,346,0.05,0.06,0.0,0.0,8.0,14.0,0.0,0.0,678.0,751.0,0.0,0.0,45.0,100.0,10.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,7.5,0,0,0
370,679,0.08,0.055,0.0,0.0,4.0,0.0,7.5,6.1,849.0,820.0,0.0,0.0,166.0,60.0,10.5,11.333333333333332,1.0,1.0,1.0,1.0,0.87,0.65,8.08,8.21,0,0,0
371,345,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,520.0,517.0,0.0,0.0,20.0,20.0,11.0,10.666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,7.3,7.3,0,0,0
372,515,0.060500000000000005,0.07666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,425.0,330.0,0.0,0.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,7.2,0,0,0
373,838,0.07100000000000001,0.10333333333333333,0.0,0.0,17.0,82.0,3.0,3.0,473.0,449.0,0.0,0.0,31.0,44.0,16.666666666666664,14.7,1.0,1.0,1.0,1.0,0.5,0.5,7.49,7.37,0,0,0
374,2302,0.0815,0.13,0.0,0.0,53.0,34.0,9.0,6.0,521.0,423.0,0.0,0.0,15.505,150.0,23.333333333333332,19.4,1.0,1.0,1.0,1.0,0.6950000000000001,1.0,7.795,8.0,1,1,1
375,635,0.092,0.08,0.0,0.0,73.0,4.0,15.0,8.1,569.0,567.0,0.0,0.0,0.01,16.0,30.0,30.0,1.0,2.0,1.0,2.0,0.89,0.73,8.1,8.2,0,0,1
376,459,0.05,0.055,0.0,0.0,14.0,4.0,0.0,0.0,528.0,658.0,0.0,0.0,20.0,24.0,10.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,7.4,7.1,0,0,0
377,755,0.05,0.03,0.0,0.0,0.0,39.5,0.0,0.0,542.0,517.0,0.0,0.0,31.0,32.0,11.5,36.0,1.0,1.0,1.0,1.3333333333333333,0.3,0.3,7.5,7.1,0,0,0
378,1369,0.05,0.07,0.0,0.0,0.0,75.0,0.0,0.0,479.0,488.0,0.0,0.0,124.0,284.0,13.0,39.0,1.0,1.0,1.0,1.6666666666666665,1.0,1.0,7.6,7.5,0,1,0
379,994,0.044,0.08,0.0,0.0,15.5,3.0,8.0,7.0,743.0,717.0,0.0,0.0,10.0,10.0,16.5,3.2,1.0,2.0,1.0,2.0,0.5,1.0,7.3,7.5,0,0,0
381,1184,0.047,0.08000000000000002,0.0,0.0,252.0,4.0,2.0,2.0,334.0,323.0,0.0,0.0,47.0,64.0,48.5,15.0,1.0,2.0,1.0,2.0,1.0,1.0,7.6,7.9,0,0,0
382,254,0.0485,0.08000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,426.0,505.0,0.0,0.0,88.0,20.0,77.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,7.5,1,0,0
384,1137,0.08,0.08,0.0,0.0,10.0,24.0,6.9,6.4,627.0,576.0,0.0,0.0,44.0,33.33333333333333,8.533333333333333,9.2,1.0,1.0,1.0,1.0,1.57,0.5,7.25,7.39,0,0,0
385,939,0.08,0.27,0.0,0.0,20.0,36.0,10.4,4.7,562.0,591.0,0.0,0.0,68.0,40.0,7.066666666666666,8.8,1.0,1.0,1.0,1.0,0.5,0.88,7.83,8.1,0,1,0
386,686,0.05,0.05,0.0,0.0,30.0,3.0,3.0,3.0,523.0,526.0,0.0,0.0,92.0,46.0,5.6,4.65,1.0,1.0,1.0,0.9999999999999999,0.5,0.5,7.71,7.69,0,0,0
387,1077,0.05,0.05,0.0,0.0,15.0,0.0,1.5,1.5,369.0,413.0,0.0,0.0,38.0,52.0,0.5,0.5,1.0,1.0,1.0,1.0,0.75,0.75,7.83,7.8,0,0,0
391,1052,0.11000000000000001,0.05,0.0,0.0,24.0,10.0,3.0,3.0,551.0,607.0,0.0,0.0,30.0,46.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7.7,7.9,0,0,0
392,429,0.08,0.058,0.0,0.0,300.0,23.0,10.0,5.0,990.0,878.0,0.0,0.0,72.9,40.0,5.0,27.5,5.0,2.5,4.0,2.5,2.24,0.14,8.3,8.3,0,0,0
393,832,0.22,0.26,0.0,0.0,4.0,40.0,2.0,9.0,835.0,1044.0,0.0,0.0,18.0,363.0,5.0,50.0,2.0,4.0,2.0,4.0,1.0,1.0,8.2,8.0,0,1,0
394,565,0.18333333333333335,0.155,0.0,0.0,4.0,22.0,0.0,0.0,346.0,357.0,0.0,0.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.8,7.6,0,0,0
395,435,0.14666666666666667,0.05,0.0,0.0,3.0,2.0,3.65,3.45,473.0,473.0,0.0,0.0,24.0,20.0,15.75,12.0,1.0,1.0,1.0,1.0,0.3,0.2,7.9,7.8,0,0,0
396,1138,0.11,0.08,0.0,0.0,57.33333333333333,32.666666666666664,7.3,6.9,469.0,502.0,0.0,0.0,22.666666666666664,20.0,21.5,14.0,1.0,1.0,1.0,1.0,1.0,1.0,7.97,7.62,0,0,0
397,1808,0.08,0.08,0.0,0.0,111.66666666666666,63.33333333333333,8.1,3.0,593.0,586.0,0.0,0.0,21.333333333333332,20.0,27.25,16.0,1.0,1.0,1.0,1.0,1.73,0.68,7.37,7.31,0,0,0
398,574,0.145,0.125,0.0,0.0,166.0,94.0,0.0,0.0,461.0,451.0,0.0,0.0,20.0,20.0,33.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,7.7,7.5,0,0,0
399,970,0.21,0.17,0.0,0.0,2.0,81.5,5.0,5.0,730.0,710.0,0.0,0.0,24.0,20.0,61.0,42.0,1.0,2.5,1.0,2.5,0.5,0.5,8.0,8.0,1,0,1
400,871,0.08,0.09,0.0,0.0,33.0,69.0,8.3,6.8,970.0,1003.0,0.0,0.0,339.0,131.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,8.15,8.22,1,0,0
401,623,0.23,0.07,0.0,0.0,0.0,10.0,0.0,0.0,336.0,328.0,0.0,0.0,177.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.3,7.8,0,0,0
402,281,0.14,0.05,0.0,0.0,1.0,0.0,0.0,0.0,502.0,403.0,0.0,0.0,20.0,20.0,10.0,19.0,1.0,1.0,1.0,1.0,0.4,1.0,7.7,7.6,0,0,0
403,433,0.05,0.145,0.0,0.0,0.0,56.0,0.0,0.0,357.0,507.0,0.0,0.0,48.0,20.0,10.0,28.0,1.0,1.0,1.0,1.0,1.2,1.0,8.1,7.4,0,0,0
404,170,0.25,0.24,0.0,0.0,17.0,32.5,8.8,7.0,631.0,662.0,0.0,0.0,34.0,44.0,10.0,19.0,5.0,2.0,5.0,2.0,0.62,1.86,7.74,7.6,0,0,1
405,225,0.05,0.05,0.0,0.0,43.0,9.0,9.05,0.0,379.0,370.0,0.0,0.0,20.0,68.0,10.0,10.0,3.0,1.0,3.0,1.5,0.675,1.0,7.7,7.7,0,0,0
406,971,0.08,0.08,0.0,0.0,4.0,0.0,9.3,6.8,787.0,601.0,0.0,0.0,40.0,45.7,30.0,30.0,1.0,1.0,1.0,1.0,0.73,0.97,7.57,7.85,1,0,0
407,1919,0.2,0.21,0.0,0.0,64.5,60.0,11.1,10.0,424.0,410.0,0.0,0.0,67.5,60.35,19.6,19.55,1.0,5.0,1.0,5.0,1.14,0.62,7.67,7.77,0,0,0
408,875,0.16,0.2,0.0,0.0,125.0,120.0,2.0,7.0,520.0,526.0,0.0,0.0,95.0,75.0,9.2,9.1,2.0,2.0,2.0,2.0,1.7,1.0,7.5,7.8,0,1,0
409,207,0.24,0.125,0.0,0.0,66.0,4.0,0.0,5.0,464.0,588.5,0.0,0.0,20.0,62.5,300.0,10.399999999999999,1.0,1.6666666666666665,1.0,1.6666666666666665,1.0,0.75,7.5,7.475,1,0,0
410,715,0.145,0.05,0.0,0.0,14.0,2.0,4.0,3.0,624.0,651.0,0.0,0.0,15.0,50.0,191.0,11.7,2.0,1.3333333333333333,2.0,1.3333333333333333,1.0,0.5,7.1,7.15,0,1,0
411,516,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,352.0,356.0,0.0,0.0,20.0,29.0,82.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,7.5,1,0,0
412,579,0.05,0.05,0.0,0.0,11.0,0.0,0.0,0.0,491.0,496.0,0.0,0.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,7.4,0,0,0
413,313,0.05,0.05,0.0,0.0,8.0,4.0,0.0,0.0,384.0,409.0,0.0,0.0,49.0,20.0,5.335,13.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,7.4,0,0,0
