aluminium;ammonium;boron;chloride;coli-like-bacteria-colilert;coli-like-bacteria;colony-count-at-22-c;color-pt-co-unit;color-pt/co-scale;electrical-conductivity;enterococci;escherichia-coli-colilert;escherichia-coli;fluoride;iron;manganese;nitrate;nitrite;odour-dilution-level;oxidability;smell-ball-units;sodium;sulphate;taste-ball-units;taste-dilution-degree;turbidity-ntu;ph ;compliance
5.0;0.05;0.2;23.0;0.0;0.0;130.0;5.0;0.0;553.0;0.0;0.0;0.0;0.67;162.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.3;0
5.0;3.5;0.2;23.0;0.0;0.0;28.0;5.0;14.0;646.0;0.0;0.0;0.0;0.67;64.0;10.0;1.0;0.008;8.0;1.3;0.0;34.8;10.0;0.0;8.0;1.3;7.6;1
10.0;0.05;0.1;15.0;0.0;0.0;6.0;2.8;0.0;634.0;0.0;0.0;0.0;0.1;44.0;10.0;38.0;0.002;1.0;1.2;0.0;9.0;33.0;0.0;1.0;1.0;7.7;0
5.0;0.05;0.2;440.0;2419.6;0.0;91.0;5.0;18.0;2080.0;0.0;51.2;0.0;0.67;65.0;9.0;0.45;0.01;2.0;4.6;0.0;223.7;136.0;0.0;2.0;1.0;7.0;1
5.0;0.05;0.2;23.0;0.0;0.0;6.0;5.0;0.0;452.0;0.0;0.0;0.0;0.67;24.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.2;0
5.0;0.08;0.2;4.4;0.0;0.0;33.0;5.0;6.3;569.0;0.0;0.0;0.0;0.61;40.0;30.0;1.0;0.004;1.0;0.3;0.0;34.8;23.9;0.0;1.0;0.92;7.24;0
5.0;0.05;0.2;23.0;0.0;0.0;16.0;5.0;5.0;604.0;0.0;0.0;0.0;0.67;22.0;2.4;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.6;0
5.0;0.08;0.2;23.0;0.0;5.0;4.0;5.0;8.8;794.0;0.0;0.0;4.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.5;7.45;1
50.0;0.1;0.031;5.0;0.0;0.0;86.0;4.0;2.1;658.0;0.0;0.0;0.0;0.21;170.0;35.0;0.91;0.01;1.0;1.1;0.0;2.72;4.1;0.0;1.0;0.28;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;11.0;5.0;3.0;708.0;0.0;0.0;0.0;0.67;600.0;10.0;1.0;0.008;1.0;1.3;2.0;34.8;10.0;1.0;1.0;0.6;7.4;1
5.0;0.05;0.01;16.0;0.0;0.0;13.0;5.0;5.0;715.0;0.0;0.0;0.0;0.15;28.0;5.0;4.2;0.01;4.0;0.8;0.0;5.9;52.0;0.0;4.0;1.0;7.4;0
10.0;0.05;0.1;6.5;0.0;0.0;0.0;5.0;0.0;395.0;0.0;0.0;0.0;0.2;20.0;10.0;2.0;0.002;1.0;0.9;0.0;4.7;10.0;0.0;1.0;1.0;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;2.1;528.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.7;0.0;34.8;10.0;0.0;1.0;1.0;7.0;0
4.0;0.05;0.566;14.0;0.0;0.0;5.0;5.0;2.0;156.0;0.0;0.0;0.0;0.28;17.0;4.0;0.45;0.01;2.0;1.4;0.0;16.7;3.0;0.0;2.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;12.0;486.0;0.0;0.0;0.0;0.3;28.0;5.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;0.0;399.0;0.0;0.0;0.0;0.67;730.0;360.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;6.3;7.4;1
5.0;0.21;0.473;8.0;0.0;0.0;4.0;5.0;8.0;602.0;0.0;0.0;0.0;0.54;180.0;16.7;0.45;0.01;2.0;1.4;0.0;17.2;8.0;0.0;2.0;1.4;7.4;0
10.0;0.05;0.1;7.3;0.0;0.0;4.0;5.0;0.0;588.0;0.0;0.0;0.0;0.6;56.0;10.0;2.1;0.003;1.0;0.9;0.0;5.8;34.0;0.0;1.0;1.0;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;412.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.3;0
5.0;0.05;0.97;23.0;0.0;0.0;86.0;5.0;7.9;628.0;0.0;0.0;0.0;0.67;186.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.7;0
5.0;0.05;0.2;23.0;0.0;7.0;4.0;5.0;0.0;605.0;0.0;0.0;0.0;0.67;21.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;1
5.0;0.08;0.2;23.0;0.0;4.0;4.0;5.0;5.1;548.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.68;7.25;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;2.1;533.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
40.0;0.208;0.025;29.7;0.0;0.0;0.0;5.0;7.7;369.0;0.0;0.0;0.0;0.15;40.0;2.0;1.0;0.334;1.0;2.9;1.0;16.5;31.6;1.0;1.0;0.81;7.5;0
5.0;0.15;0.2;23.0;0.0;0.0;0.0;5.0;10.8;872.0;0.0;0.0;0.0;0.67;549.0;53.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.62;8.08;1
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;10.0;635.0;0.0;0.0;0.0;0.67;130.0;6.0;1.0;0.008;1.0;3.2;0.0;31.9;7.0;0.0;1.0;1.4;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;525.0;0.0;0.0;0.0;0.67;44.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;300.0;5.0;3.0;591.0;0.0;0.0;0.0;0.67;40.0;27.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;416.0;0.0;0.0;0.0;0.67;197.0;10.0;1.0;0.008;1.0;1.7;0.0;4.3;3.8;0.0;1.0;2.0;7.2;0
5.0;0.37;0.2;23.0;0.0;0.0;142.0;5.0;10.0;217.0;0.0;0.0;0.0;0.67;79.0;5.0;1.0;0.008;4.0;1.3;0.0;34.8;10.0;0.0;4.0;1.0;7.9;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;239.0;0.0;0.0;0.0;0.67;20.0;11.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.7;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;0.0;346.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;4.7;2.1;588.0;0.0;0.0;0.0;0.19;902.0;48.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;5.5;8.1;1
5.0;0.05;0.2;23.0;0.0;0.0;5.0;3.1;2.1;493.0;0.0;0.0;0.0;0.67;39.0;20.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.5;7.7;0
5.0;0.14;0.2;23.0;0.0;0.0;31.0;5.0;0.0;354.0;0.0;0.0;0.0;0.67;135.0;18.0;1.0;0.008;1.0;1.6;0.0;102.0;1.0;0.0;1.0;1.6;7.7;0
10.0;0.05;0.4;2.1;0.0;0.0;0.0;5.0;0.0;194.0;0.0;0.0;0.0;1.3;20.0;10.0;2.0;0.002;1.0;0.8;0.0;19.0;4.5;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;457.0;0.0;0.0;0.0;0.67;22.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.11;0.2;23.0;0.0;0.0;0.0;5.0;0.0;602.0;0.0;0.0;0.0;0.67;33.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.3;0
4.0;0.08;0.149;224.0;0.0;0.0;136.0;5.0;9.1;1012.0;0.0;0.0;0.0;0.88;172.0;30.0;1.0;0.008;1.0;0.74;0.0;103.4;3.6;0.0;1.0;1.46;8.03;0
5.0;0.21;0.105;102.0;0.0;0.0;136.0;5.0;11.6;700.0;0.0;0.0;0.0;0.68;60.4;66.2;1.0;0.004;3.0;0.83;0.0;61.1;2.8;0.0;3.0;1.27;7.92;1
5.0;0.05;0.2;23.0;0.0;0.0;14.0;5.0;0.0;588.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
10.0;0.05;0.1;9.7;0.0;0.0;0.0;5.0;0.0;562.0;0.0;0.0;0.0;0.1;26.0;10.0;2.7;0.002;1.0;2.0;0.0;5.8;56.0;0.0;1.0;1.0;7.3;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;536.0;0.0;0.0;0.0;0.67;234.0;13.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;2.6;7.0;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;13.0;676.0;0.0;0.0;0.0;0.67;1170.0;10.0;1.0;0.008;4.0;1.3;0.0;34.8;10.0;0.0;4.0;4.6;7.6;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;328.0;0.0;0.0;0.0;0.67;54.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.1;0.2;23.0;0.0;0.0;80.0;5.0;2.1;972.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.5;7.9;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;2.0;319.0;0.0;0.0;0.0;0.67;18.0;5.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;11.0;5.0;0.0;673.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.57;0.2;23.0;0.0;0.0;57.0;5.0;12.0;651.0;0.0;0.0;0.0;0.67;6600.0;58.2;1.0;0.008;2.0;6.3;0.0;46.2;13.0;0.0;1.0;50.0;6.9;1
5.0;0.05;0.2;23.0;0.0;0.0;9.0;5.0;3.0;881.0;0.0;0.0;0.0;0.67;19.0;5.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;2.1;354.0;0.0;0.0;0.0;0.67;32.0;21.1;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.8;0
5.0;0.08;0.2;8.6;0.0;0.0;4.0;5.0;6.3;635.0;0.0;0.0;0.0;0.2;40.0;30.0;17.6;0.004;1.0;0.3;0.0;34.8;14.8;0.0;1.0;1.0;7.28;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;416.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.1;0
5.0;0.19;0.2;23.0;0.0;0.0;5.0;5.0;15.0;155.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.68;7.72;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;2.1;472.0;0.0;0.0;0.0;0.67;124.0;10.0;0.89;0.004;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.45;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;0.0;439.0;0.0;0.0;0.0;0.67;27.0;83.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.3;1
4.0;0.33;0.79;61.0;0.0;0.0;300.0;5.0;4.0;657.0;0.0;0.0;0.0;0.82;24.0;20.0;0.58;0.016;2.0;1.0;0.0;57.3;3.0;0.0;2.0;1.0;7.9;0
10.0;0.05;0.1;1.0;0.0;0.0;300.0;5.0;0.0;367.0;0.0;0.0;0.0;0.1;50.0;12.0;1.1;0.01;1.0;0.8;0.0;2.0;1.8;0.0;1.0;2.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;3.0;5.0;6.0;1022.0;0.0;0.0;0.0;0.87;20.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;7.3;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;343.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.38;0.2;23.0;0.0;0.0;5.0;5.0;11.2;348.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.5;7.78;0
5.0;0.05;0.679;23.0;0.0;0.0;7.0;5.0;5.8;907.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;51.6;110.0;0.0;1.0;2.97;7.45;0
10.0;0.05;0.1;2.2;0.0;0.0;0.0;5.0;0.0;561.0;0.0;0.0;0.0;0.1;20.0;10.0;1.0;0.002;1.0;0.8;0.0;4.4;3.2;0.0;1.0;1.0;7.3;0
5.0;0.05;0.2;23.0;0.0;0.0;7.0;5.0;2.0;735.0;0.0;0.0;0.0;0.67;59.0;5.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.4;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;7.0;5.0;0.0;269.0;0.0;0.0;0.0;1.1;42.0;10.0;1.0;0.008;1.0;1.1;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;10.0;5.0;0.0;332.0;0.0;0.0;0.0;0.67;33.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;516.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.3;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;395.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
20.0;0.37;0.1;58.0;0.0;0.0;7.0;10.0;2.1;920.0;0.0;0.0;0.0;0.32;132.0;8.6;0.69;0.1;1.0;1.3;0.0;30.0;43.0;0.0;1.0;0.5;7.9;0
5.0;0.08;0.2;23.0;0.0;0.0;6.0;5.0;10.1;667.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;16.2;0.0;1.0;0.7;7.23;0
5.0;0.08;0.2;23.0;0.0;0.0;0.0;5.0;15.0;961.0;0.0;0.0;0.0;0.67;513.0;30.0;1.0;0.008;4.0;1.3;0.0;34.8;10.0;0.0;4.0;2.08;7.92;1
5.0;0.05;0.133;100.0;1.0;0.0;60.0;5.0;4.0;570.0;0.0;0.0;0.0;0.63;22.0;5.5;0.45;0.01;2.0;0.64;0.0;51.4;13.0;0.0;2.0;1.0;7.9;1
5.0;0.06;0.2;23.0;0.0;0.0;5.0;5.0;5.0;576.0;0.0;0.0;0.0;0.67;703.0;210.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;5.0;7.3;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;509.0;0.0;0.0;0.0;0.67;84.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;6.8;0
5.0;0.25;0.444;61.0;0.0;0.0;38.0;5.0;4.0;634.0;0.0;0.0;0.0;1.16;200.0;5.0;0.45;0.01;1.0;1.9;0.0;75.6;5.0;0.0;1.0;1.0;7.5;0
10.0;0.09;0.3;4.3;0.0;0.0;0.0;5.0;0.0;434.0;0.0;0.0;0.0;1.1;99.0;10.0;1.0;0.01;1.0;1.1;0.0;27.0;8.0;0.0;1.0;1.6;7.7;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;337.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
10.0;0.05;0.1;1.0;0.0;0.0;6.0;9.9;2.1;458.0;0.0;0.0;0.0;0.2;67.0;10.0;2.8;0.03;1.0;1.4;0.0;4.8;2.6;0.0;1.0;0.7;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;475.0;0.0;0.0;0.0;0.67;53.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.3;0
5.0;0.14;0.2;23.0;0.0;0.0;5.0;5.0;3.0;514.0;0.0;0.0;0.0;0.67;120.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.3;0
10.0;0.05;0.1;1.9;0.0;0.0;0.0;5.0;0.0;371.0;0.0;0.0;0.0;0.8;20.0;10.0;2.1;0.002;1.0;0.8;0.0;8.5;4.8;0.0;1.0;1.0;7.4;0
0.006;0.12;0.089;182.2;2.0;0.0;207.0;5.0;4.0;866.0;0.0;0.0;0.0;0.56;60.0;20.0;1.4;0.004;2.0;2.2;1.0;59.0;3.3;0.0;2.0;2.5;7.9;1
5.0;0.05;0.2;23.0;0.0;0.0;5.0;4.6;2.1;421.0;0.0;0.0;0.0;0.67;37.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;8.2;0
20.0;0.36;0.24;250.0;0.0;0.0;7.0;5.0;20.0;1610.0;0.0;0.0;0.0;0.61;43.0;40.0;0.11;0.007;1.0;1.3;0.0;200.0;10.0;0.0;1.0;0.5;8.3;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;2.1;477.0;0.0;0.0;0.0;0.67;75.0;10.0;1.06;0.004;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.57;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;0.0;288.0;0.0;0.0;0.0;0.67;86.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.2;0
5.0;0.05;0.2;23.0;0.0;1.0;4.0;5.0;2.1;417.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;8.13;1
5.0;0.05;0.2;23.0;0.0;0.0;25.0;5.0;3.0;442.0;0.0;0.0;0.0;0.67;345.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;6.6;7.7;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;3.0;694.0;0.0;0.0;0.0;0.67;29.0;5.0;1.0;0.008;2.0;2.8;0.0;37.2;49.0;0.0;1.0;1.0;7.3;0
42.1;0.05;0.015;43.0;0.0;0.0;300.0;5.0;3.0;450.0;0.0;0.0;0.0;0.18;31.0;7.0;1.8;0.01;2.0;4.0;0.0;11.4;31.0;0.0;2.0;1.0;7.1;0
5.0;0.05;0.2;23.0;0.0;0.0;12.0;5.0;0.0;493.0;0.0;0.0;0.0;0.67;114.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.4;7.3;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;339.0;0.0;0.0;0.0;0.67;26.0;14.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;41.0;5.0;6.0;785.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.3;0
5.0;0.05;0.2;23.0;0.0;0.0;31.0;5.0;3.0;518.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.3;0
5.0;0.05;0.2;23.0;7.5;0.0;5.0;5.0;7.0;632.0;0.0;0.0;0.0;0.67;345.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;2.1;7.2;1
5.0;0.36;0.2;23.0;0.0;0.0;88.0;5.0;2.1;260.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;6.89;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;1.5;2.1;452.0;0.0;0.0;0.0;0.67;57.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;7.7;0
10.0;0.05;0.1;2.6;0.0;0.0;0.0;5.0;5.0;399.0;0.0;0.0;0.0;0.1;20.0;12.0;1.0;0.002;1.0;3.4;0.0;3.9;1.4;0.0;1.0;1.0;7.2;0
5.0;0.05;0.2;23.0;0.0;17.0;5.0;5.0;0.0;413.0;0.0;0.0;0.0;0.2;171.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.9;7.9;1
5.0;0.33;0.2;230.0;0.0;0.0;4.0;5.0;4.0;942.0;0.0;0.0;0.0;0.5;87.0;6.0;1.0;0.046;2.0;1.7;0.0;85.4;12.0;0.0;2.0;1.0;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;2.0;1.7;2.1;605.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;7.7;0
5.0;0.05;0.118;111.0;0.0;0.0;20.0;5.0;2.0;612.0;0.0;0.0;0.0;0.92;55.0;7.0;0.5;0.01;2.0;1.0;0.0;53.6;24.0;0.0;2.0;1.0;7.9;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;387.0;0.0;0.0;0.0;0.67;20.0;110.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;1
5.0;0.05;0.173;20.0;0.0;0.0;0.0;5.0;2.1;533.0;0.0;0.0;0.0;0.59;34.0;2.0;0.45;0.01;1.0;1.4;0.0;15.3;34.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;1.0;430.0;0.0;0.0;0.0;0.67;58.0;10.0;1.0;0.008;4.0;1.1;0.0;100.0;10.0;0.0;1.0;1.0;7.9;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;636.0;0.0;0.0;0.0;0.2;20.0;10.0;45.0;0.002;1.0;1.3;0.0;5.6;27.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;0.0;33.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;400.0;0.0;0.0;0.0;0.67;23.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.9;0
5.0;0.08;0.032;99.0;0.0;0.0;14.0;5.0;10.5;633.0;0.0;0.0;0.0;0.41;161.0;30.0;1.0;0.004;4.0;0.38;0.0;21.4;15.8;0.0;4.0;1.08;8.11;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;324.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;1.0;5.0;6.0;496.0;0.0;0.0;0.0;0.67;94.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.6;7.45;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;364.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
10.0;0.05;0.2;17.0;0.0;0.0;30.0;5.0;0.0;291.0;0.0;0.0;0.0;0.2;20.0;10.0;1.8;0.007;1.0;0.9;0.0;10.0;26.0;0.0;1.0;1.0;7.7;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;1.5;2.1;207.0;0.0;0.0;0.0;1.29;25.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;7.8;0
5.0;0.73;0.2;23.0;0.0;0.0;7.0;5.0;0.0;871.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;6.7;1
5.0;0.15;0.2;23.0;0.0;77.0;54.0;5.0;0.0;706.0;5.0;0.0;4.0;0.67;200.0;10.0;1.0;0.008;1.0;1.1;0.0;34.8;10.0;0.0;1.0;3.7;7.5;1
5.0;0.05;0.2;23.0;0.0;0.0;300.0;5.0;0.0;463.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.94;0.2;23.0;0.0;0.0;300.0;5.0;5.0;560.0;0.0;0.0;0.0;0.67;160.0;10.0;1.0;0.008;1.0;1.3;2.0;34.8;10.0;1.0;1.0;0.6;8.17;1
5.0;0.3;0.2;23.0;0.0;0.0;0.0;5.0;2.1;838.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.3;7.4;0
10.0;0.05;0.1;3.0;0.0;1.0;34.0;5.0;0.0;719.0;0.0;0.0;0.0;0.1;34.0;10.0;1.7;0.02;1.0;1.3;0.0;3.0;8.5;1.0;1.0;1.0;7.39;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;329.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
10.0;0.05;0.1;27.0;0.0;0.0;8.0;5.0;0.0;678.0;0.0;0.0;0.0;0.2;45.0;10.0;1.0;0.002;1.0;1.7;0.0;16.0;48.0;0.0;1.0;1.0;7.5;0
5.0;0.08;0.2;23.0;0.0;0.0;4.0;5.0;7.5;849.0;0.0;0.0;0.0;0.67;166.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.87;8.08;0
10.0;0.05;0.1;1.2;0.0;0.0;0.0;5.0;0.0;520.0;0.0;0.0;0.0;0.2;20.0;11.0;1.0;0.002;1.0;1.7;0.0;5.5;2.1;0.0;1.0;1.0;7.3;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;425.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
